1,1847563.695,533792.0852
2,1847566.381,533781.3463
3,1847568.248,533770.6971
4,1847560.668,533764.1753
5,1847553.117,533757.3666
6,1847550.096,533747.4857
7,1847540.596,533743.0945
8,1847533.26,533734.6761
9,1847523.815,533729.8464
10,1847515.553,533723.0218
11,1847510.313,533714.3687
12,1847506.392,533704.534
13,1847505.448,533693.6484
14,1847495.47,533688.8281
15,1847484.512,533686.5122
16,1847473.652,533684.0715
17,1847465.266,533677.9892
18,1847455.88,533672.3009
19,1847449.106,533664.5172
20,1847453.843,533654.3285
21,1847462.526,533649.0412
22,1847470.581,533643.0031
23,1847478.384,533635.7241
24,1847486.99,533629.9357
25,1847495.356,533623.5675
26,1847505.434,533620.9228
27,1847516.107,533621.8272
28,1847523.794,533614.8065
29,1847531.559,533607.4198
30,1847536.895,533597.7847
31,1847540.506,533587.2406
32,1847544.687,533577.8036
33,1847553.683,533583.6173
34,1847561.449,533590.0941
35,1847569.574,533596.5885
36,1847567.285,533606.3264
37,1847573.032,533616.1145
38,1847575.201,533626.3806
39,1847565.955,533632.6168
40,1847560.523,533641.5194
41,1847554.162,533650.736
42,1847552.355,533660.7237
43,1847543.27,533666.4766
44,1847535.364,533658.6681
45,1847529.703,533667.8217
46,1847525.225,533677.4468
47,1847529.419,533687.3707
48,1847538.788,533691.2972
49,1847548.635,533695.143
50,1847551.258,533705.562
51,1847558.946,533713.1917
52,1847565.91,533721.0828
53,1847560.084,533729.3249
54,1847555.401,533738.3426
55,1847549.77,533746.6995
56,1847546.298,533756.5737
57,1847555.43,533762.0202
58,1847564.091,533767.1998
59,1847565.303,533777.1284
60,1847560.645,533787.0674
61,1847556.78,533797.3526
